variable,importance
DP2000_PERCENTHOUSEHOLDSW65OROLD,0.001493496355678645
DP2000_TOTALPOP,0.0014890735540231716
SC2000_PERCENTNATIVEBORN,0.0014799275849064933
DP2000_PERCENTMALE,0.0014554391924100128
EC2015_NUMBLABORFORCE,0.0014402797709302407
EC2011_PERCENTNOTLABORFORCE,0.0014371955978103158
EC2011_PERCENTUNEMPLOYED,0.0014350426677771425
EC2000_PERCENTNOTLABORFORCE,0.0014338095021607699
SC2015_PERCENTNOTCITIZEN,0.001432210265622044
EC2011_PERCENTLABORFORCE,0.0014303407440606876
EC2015_PERCENTCOMMUTEALONE,0.0014270426692392388
DP2010_PERCENTOTHERHISP,0.0014249746639251977
SC2000_PERCENTEDUCSOMECOLLEGE,0.0014225943868542853
SC2015_PERCENTEDUCHIGHSCHOOLGRAD,0.001418004783147097
HC2015_MEDIANHOMEVALUE,0.0014135306023785972
SC2011_PERCENTEDUCHIGHSCHOOLGRAD,0.001412523244788935
DP2000_02_PERCENTHOUSEHOLDSMARRI,0.0014107074415649044
DP2010_PERCENTMEXICAN,0.0014042575486973533
DP2000_NUMBNONHISP,0.0014005426124973498
DP2010_NUMBMALE,0.0014001331261139995
SC2015_PERCENTEDUCAA,0.001399664119824252
DP2015_NUMBPUERTORICAN,0.0013971048716368238
EC2011_PERCENTINC75K_99K,0.001394292898658237
HISP2010_NUMBSALVADORAN,0.0013915209467486543
EC2015_PERCENTINC100K_149K,0.0013841759669197442
DP2015_03_PERCENT18OLDERFEMALE,0.0013831164874822375
SC2015_PERCENTLANGUAGEENGLISHONL,0.0013826033799708764
HC2000_PERCENTHOUSESBUILTBEFORE1,0.001382587691820863
EC2015_PERCENTLABORFORCE,0.0013804035966461484
DP2010_NUMBHAWAIIANPACIFICISLAND,0.0013694846644250502
DP2000_NUMBASIANJAPANESE,0.001368456096484587
DP2010_TOTALPOPULATION,0.0013678682619135982
DP2015_03_PERCENT18OLDERMALE,0.0013675261666867909
EC2011_PERCENTCOMMUTINGALONE,0.0013655721833738738
SC2011_PERCENTEDUC9_12NODIP,0.001365124944984374
DP2000_PERCENTHOUSEHOLDSMARRIED,0.0013647714685708118
EC2011_PERCENTCOMMUTINGWALKING,0.0013644122250093475
DP2010_PERCENT18OLDER,0.0013624443586878032
DP2010_NUMBCUBAN,0.0013619140046805488
DP2010_PERCENT18OLDERMALER,0.0013603611513119456
EC2000_PERCENTINC35K_49K,0.0013569594876055963
DP2015_NUMBASIANOTHER,0.0013559639096899095
DP2015_PERCENT18OLDER,0.0013524429685011815
DP2000_NUMBMEXICAN,0.0013515326184763289
DP2015_PERCENTWHITENONHISP,0.0013510289875398765
EC2000_PERCENTCOMMUTEWALK,0.0013497527444718365
DP2015_NUMBMEXICAN,0.0013476790168877205
DP2010_PERCENTHOUSEHOLDMARRIEDWK,0.0013462049061686077
DP2010_MEDIANAGEFEMALE,0.0013458328419334467
DP2000_NUMBWHITE,0.0013455033883019623
DP2000_PERCENTMEXICAN,0.0013454756774960125
DP2010_NUMBNOTHISP,0.0013432046428501641
HC2000_MEDIANHOUSEVALUE,0.0013397030258759765
SC2015_PERCENTEDUCSOMECOLLEGE,0.0013384691329666317
HISP2010_NUMBCENTAMERICAN,0.0013384165550603265
DP2000_NUMBBLACK,0.0013376559916503082
DP2015_NUMBOTHERHISP,0.0013344970370466145
DP2000_MEDIANAGE,0.0013340056903613394
DP2010_PERCENT18OLDERFEMALE,0.0013324191564755873
DP2000_PERCENTWHITE,0.0013316248715250479
L302.04..Not.at.all,0.00132921118089734
EC2011_PERCENTINC15K_24K,0.0013283106575449042
DP2015_NUMBNOTHISP,0.001328113972335253
DP2010_PERCENTWHITE,0.0013270307589714322
DP2010_PERCENTSINGLEMOTHERHOUSEH,0.0013268482937053923
DP2015_NUMBBLACK,0.001321269655761237
DP2000_PERCENTOTHERHISP,0.0013209260384538562
SC2000_PERCENTEDUC9_12NODIPLOMA,0.0013172906920748675
DP2010_PERCENTHOUSEHOLDW65YEARSO,0.0013155346770512314
C56.2..No,0.0013132564888926567
EC2000_PERCENTINC25K_34K,0.001312814607644876
DP2000_NUMBOTHERHISP,0.0013119603940842906
DP2010_NUMBPUERTORICAN,0.0013099213052742184
DP2010_PERCENTMALE,0.0013094273063039778
EC2011_PERCENTINC25K_34K,0.0013070596903320029
DP2010_TOTALHOUSEHOLD,0.0013061459312526493
DP2010_PERCENTFEMALE,0.001304701333957184
DP2015_NUMBWHITE,0.001303222282968454
DP2010_MEDIANAGEMALE,0.0012999063520245852
DP2000_PERCENTHOUSEHOLDSW18ORYOU,0.001298854802291944
DP2010_PERCENTHOUSEHOLDSWCHILDUN,0.0012984772407006878
EC2000_PERCENTINCLESSTHAN10K,0.0012886845500309286
C349_3,0.0012871227411622999
DP2010_AVGFAMILYSIZE,0.0012868975741102842
SC2011_PERCENTNATIVEBORN,0.0012862209838524917
DP2010_NUMBASIANOTHER,0.0012846492655252376
DP2010_MEDIANAGE,0.001283889402099337
C41.2..Agree,0.0012835326830127505
DP2000_PERCENTHOUSEHOLDFAMILYWKI,0.001282607451918382
C3.2..Somewhat.favorable,0.00128181808567234
DP2000_NUMBWHITENONHISP,0.001281197087854773
DP2000_PERCENTHOUSEHOLDSVACANT,0.0012788394642876916
DP2010_NUMBASIANVIETNAMESE,0.001277703080976752
EC2015_PERCENTCOMMUTEWALKING,0.0012746025880777567
EC2015_MEDIANINCFULLTIMEFEMALE,0.0012740382983684718
EC2011_PERCENTINC35K_49K,0.0012722390268804203
DP2010_PERCENTHOUSINGOCCUPIED,0.001271641358915115
EC2011_PERCENTINC50K_74K,0.0012714504234517972
HC2011_MEDIANHOMEVALUE,0.0012685846593987263
C130.2..No,0.0012682160824762651
DP2010_PERCENTHOMEOWNERVACANCY,0.0012647642678586645
HISP2015_NUMBCOSTARICAN,0.0012600163567490284
SC2011_PERCENTEDUCBAORHIGHER,0.0012551756419704283
EC2015_PERCENTFAMILIESBELOWPOVER,0.00125478015833246
DP2000_PERCENT65OLDER,0.0012531402238961078
DP2000_PERCENT18OLDER,0.0012530423031116003
DP2000_PERCENTHOUSEHOLDSOCCUPIED,0.0012511499437119812
DP2015_PERCENTFEMALE,0.001246975962419854
DP2015_PERCENTBLACK,0.001243654361190791
DP2000_PERCENTHOMEOWNERVACANCY,0.0012387888870143107
DP2000_NUMBERHAWAIIANPACIFICISLA,0.0012370645512842344
EC2000_PERCENTLABORFORCE,0.001231292358233992
EC2015_PERCENTINC35K_49K,0.0012303352048482477
DP2015_PERCENTWHITE,0.001227419917207867
DP2000_PERCENTHISP,0.0012264624568611312
HISP2000_NUMBDOMINICAN,0.001225927221032593
EC2000_PERCENTEMPLOYED,0.0012257293726272236
BLA191.04..Not.at.all,0.0012240582013172384
EC2000_MEANHHINCE,0.0012173844760339345
DP2010_NUMBWHITE,0.0012136148676140002
DP2015_PERCENTASIAN,0.0012135177607859738
DP2000_NUMBASIANOTHER,0.0012131792593760174
DP2015_NUMBASIANFILIPINO,0.0012022948473111874
EC2015_PERCENTINC10K_14K,0.0012010537945796526
SC2011_PERCENTEDUCHSORHIGHER,0.0011992074699617114
DP2010_NUMBOTHERRACE,0.0011988742103049843
HC2015_MEDIANGROSSRENT,0.0011962311178638746
LOG_POPDENSITY_ZIP,0.0011954843814832097
SC2015_PERCENTFOREIGNBORN,0.0011939595329774374
DP2010_NUMBERASIANCHINESE,0.0011934453221193924
DP2015_NUMBAMERICANINDIANALASKAN,0.0011932917102019606
DP2010_NUMBJAPANESE,0.001190983195850515
SC2000_PERCENTFOREIGHBORN,0.0011893943876170087
C349_2,0.00118880854894285
L300.4..Somewhat.oppose,0.0011887781272571973
DP2010_PERCENTNONHISPWHITE,0.0011881111368863466
DP2015_NUMBHAWAIIANPACIFICISLAND,0.0011857881672633153
DP2015_TOTALPOP,0.0011850459667929081
DP2000_PERCENTFEMALE,0.001183672363063845
EC2011_PERCENTALLPEOPLEBELOWPOVE,0.0011828606072184606
EC2011_PERCENTINC100K_149K,0.0011817139875319352
C256.2..No,0.001181011796914199
SC2011_PERCENTLANGUAGENONENGLISH,0.0011789620388718029
EC2015_PERCENTINCELESSTHAN10K,0.0011782782981777922
SC2015_PERCENTEDUCLESSTHANGRADE9,0.0011756293141162225
SC2011_PERCENTLANGUAGEENGLISHONL,0.0011725995868772739
HISP2000_NUMBHONDURAN,0.0011690786370991215
EC2011_MEDIANHHINC,0.001167922404911351
EC2000_PERCENTFAMILIESBELOWPOVER,0.0011677450653454623
C243.4..None.at.all,0.0011659930061479386
EC2011_PERCENTINC10K_14K,0.0011658796298833105
EC2015_PERCENTALLPEOPLEBELOWPOVE,0.001165406188106584
HISP2000_PERCENTCENTRALAMERICAN,0.0011629550743663813
EC2000_PERCENTINC50K_74K,0.0011581730489555186
HISP2010_NUMBNICARAGUAN,0.0011580162511221636
DP2015_MEDIANAGE,0.0011551794536895114
DP2015_NUMBASIANINDIAN,0.0011528115147214687
EC2000_PERCENTALLPEOPLEBELOWPOVE,0.0011510225462324217
C42.5..Strongly.disagree,0.0011494187640153615
HISP2015_01_NUMBNICARAGUAN,0.0011483967839183132
SC2000_PERCENTEDUCLESSTHANGRADE9,0.0011472468089829852
DP2000_PERCENTBLACK,0.0011463852703370058
DP2015_NUMBASIAN,0.0011444128147396386
BL229.02..Somewhat.effective,0.0011431880987946143
L268.2..A.major.problem,0.0011417424340658749
DP2015_PERCENTMEXICAN,0.0011407688951810193
DP2000_NUMBASIANINDIAN,0.001139277413216694
DP2015_PERCENTNOTHISP,0.0011388835811611442
DP2015_NUMBCUBAN,0.0011367948275665617
DP2010_NUMBASIAN,0.0011351435818152524
DP2015_NUMBASIANKOREAN,0.0011330487399986793
DP2000_PERCENTWHITENONHISP,0.0011328285444613798
EC2011_MEANHHINC,0.0011301952244892367
C31.4..Somewhat.Conservative,0.001129626917177607
DP2010_PERCENTHOUSINGVACANT,0.0011284721331331277
DP2000_NUMBHISP,0.0011239778410202035
DP2015_PERCENTOTHERHISP,0.0011234398197456843
DP2000_NUMBASIANFILIPINO,0.0011213274390889996
SC2011_PERCENTEDUCLESSTHANGRADE9,0.0011192258433448128
DP2010_PERCENTSINGLEFATHERHOUSEH,0.0011169600416481335
HISP2000_PERCENTCOLOMBIAN,0.001110474371939522
SC2000_PERCENTEDUCBAORHIGHER,0.001109245639488671
L219.4..Somewhat.agree,0.0011092321133986049
DP2015_NUMBASIANCHINESE,0.0011067676525120444
EC2015_MEANFAMILYINC,0.001106561208909475
DP2010_NUMBERASIANINDIAN,0.0011056455586863948
HISP2010_NUMBSOUTHAMERICAN,0.0011045750323135518
HISP2010_NUMBHONDURAN,0.0011011524378786721
HISP2010_NUMBDOMINICAN,0.0010986190663815822
DP2015_NUMBASIANJAPANESE,0.0010974205264493303
EC2011_PERCENTFAMILIESWKIDSBELOW,0.0010973044684998213
HC2011_PERCENTHOMESBUILTBEFORE19,0.001097294114295361
HC2011_MEDIANGROSSRENT,0.0010946451946979216
EC2000_PERCENT75K_99K,0.0010930311883113615
DP2010_NUMBKOREAN,0.0010925209981433798
DP2010_NUMBHISP,0.0010921020934201984
EC2011_PERCENTEMPLOYED,0.0010901066078532165
DP2000_NUMBASIANKOREAN,0.0010894066977657267
HISP2015_NUMBSALVADORAN,0.001087458827470053
EC2000_MEDIANFAMILYINC,0.0010862497102553147
DP2010_PERCENTHOUSEHOLDWUNDER18Y,0.0010839939076633135
HC2000_MEDIANGROSSRENT,0.0010838934790325587
HISP2015_NUMBSAMERICAN,0.001082711547348328
SC2000_PERCENTNOTCITIZEN,0.001080146039062246
EC2000_MEDIANINCFULLTIMEMALE,0.001076800046819285
HISP2015_NUMBCOLOMBIAN,0.0010762921940297568
SC2015_PERCENTLANGUAGENONENGLISH,0.0010735405134025377
EC2015_01_MEDIANFAMILYINC,0.001069815692584388
DP2000_NUMBASIAN,0.001067673759799594
EC2000_PERCENTUNEMPLOYED,0.0010636569536221557
DP2000_PERCENT18OLDERMALE,0.0010633954242245647
DP2010_PERCENTHOUSEHOLDMARRIED,0.001061344823511765
DP2000_AVERAGEHOUSHOLDSIZE,0.0010559717284477745
SC2011_PERCENTFOREIGNBORN,0.0010548619491852615
DP2000_PERCENTHOUSEHOLDFAMILIES,0.001054766707193622
DP2010_TOTALHOUSINGUNITS,0.0010513011821681106
SC2000_PERCENTEDUCHSORHIGHER,0.0010508775789893458
HISP2010_NUMBGUATEMALAN,0.0010503320298629504
DP2010_PERCENTNOTHISP,0.0010488137776798023
DP2000_NUMBASIANCHINESE,0.0010487624174151892
DP2010_AVGHOUSEHOLDSIZE,0.001048295656642183
DP2010_NUMBOTHERHISP,0.00104755612674971
DP2000_NUMBASIANVIETNAMESE,0.0010430346567914656
EC2015_PERCENTINC15K_24K,0.0010428335766352037
EC2000_PERCENTINC10K_14K,0.0010426538908203495
L230.02..No,0.0010410669260952593
DP2010_PERCENTPUERTORICAN,0.0010378543063673063
SC2015_PERCENTEDUCGRADUATEPROFDE,0.001036458269129198
SC2000_PERCENTEDUCGRADUATEPROFDE,0.0010363877905130658
EC2015_PERCENTINC25K_34K,0.001035696691640971
HISP2000_PERCENTSALVADORAN,0.0010348767880257864
EC2011_MEANFAMILYINC,0.0010344689800496642
DP2000_NUMBPUERTORICAN,0.0010337111787642715
SC2000_PERCENTLANGUAGEENGLISHONL,0.001033163605670493
C33.4..Not.at.all.interested.in.politics,0.0010325668350669448
C8.3..Somewhat.unfavorable,0.0010244472168152276
HISP2000_PERCENTSAMERICAN,0.0010230948757803933
DP2000_PERCENT18OLDERFEMALE,0.001020953552471428
DP2015_NUMBHISP,0.0010207058305098016
EC2015_PERCENTFAMILIESWKIDSBELOW,0.001020077115616649
DP2000_AVERAGEFAMILYSIZE,0.001018271089788651
DP2010_NUMBASIANFILIPINO,0.001017857692230986
SC2011_PERCENTEDUCBA,0.0010175436615054549
HISP2015_NUMBCENTRALAMERICAN,0.0010150417718804677
EC2011_MEDIANINCFULLTIMEFEMALE,0.001014935501585775
HISP2010_NUMBCOLOMBIAN,0.0010090163148299336
HISP2015_NUMBARGENTINEAN,0.0010084255179254192
EC2015_PERCENTINC150K_199K,0.001004770459717557
SC2015_PERCENTEDUCHSORHIGHER,0.001003142140011457
HISP2000_NUMBCENTRALAMERICAN,0.001002672408068562
SC2015_PERCENTEDUCBA,0.0010021221335184591
HISP2015_NUMBHONDURAN,0.001001075668140166
EC2011_MEDIANINCFULLTIMEMALE,0.0009994106591356053
EC2015_MEANHHINC,0.0009977939867117226
SC2015_PERCENTEDUCBAORHIGHER,0.000997304732780682
EC2000_PERCENTINC15K_24K,0.0009964274814409592
DP2015_PERCENTASIANFILIPINO,0.0009957636673908357
EC2000_PERCENTINC100K_149K,0.0009920983498025871
HISP2010_NUMBECUADORIAN,0.0009917042589318668
DP2015_PERCENTPUERTORICAN,0.0009903299781426102
HISP2010_NUMBPANAMANIAN,0.0009899089195269742
C115.2..Often,0.0009890823299343449
BL173.5..Strongly.disagree,0.0009831891501037356
BL96.4..No,0.0009806003299059993
EC2015_MEDIANINCFULLTIMEMALE,0.000977127382528222
LA202_6,0.0009769092760385286
SC2011_PERCENTEDUCGRADUATEPROFDE,0.0009767696210055995
HISP2010_NUMBCOSTARICAN,0.0009759942151855683
EC2015_MEDIANHHINC,0.0009746378267293368
HISP2000_NUMBCOLOMBIAN,0.000974108988693951
DP2010_NUMBNONHISPWHITE,0.0009733665510523236
DP2015_PERCENTHISP,0.0009714469632996736
EC2011_PERCENTINCLESSTHAN10K,0.0009705104176148456
HISP2000_NUMBCOSTARICAN,0.0009674108679368339
SC2015_PERCENTEDUC9_12NODIPLOMA,0.00096619233323358
EC2011_PERCENTFAMILESBELOWPOVERT,0.0009652163187053288
DP2000_PERCENTASIANINDIAN,0.0009630902144396647
DP2010_PERCENTBLACK,0.0009610558301690814
HISP2015_NUMBPERUVIAN,0.0009608138556930362
BL95.4..No,0.000957424300681812
LA250.4..None.at.all,0.0009549438047521656
EC2015_PERCENTINC200K_MORE,0.0009548448091021758
LA250.3..A.little,0.0009536724028014841
EC2011_PERCENTINC150K_199K,0.0009523387333635737
EC2000_PERCENTFAMILYWKIDSBELOWPO,0.0009494528090273594
SC2000_PERCENTLANGUAGENONENGLISH,0.0009483856906026762
DP2010_PERCENTASIAN,0.0009463847665121392
DP2010_NUMBBLACK,0.0009456026471131201
BL174.2..Agree,0.0009453602776220185
C11.4..Very.unfavorable,0.0009444012628621781
DP2015_PERCENTAMERICANINDIANALAS,0.0009443417913722082
C339.2..Increase,0.0009433394975247707
C4.3..Somewhat.unfavorable,0.0009396438864217357
DP2010_PERCENTAMERICANINDIANALAS,0.0009384824735849226
DP2000_PERCENTAMERICANINDIANALAS,0.0009372688556973209
DP2010_PERCENTHISP,0.0009370150125626546
C150.2..No,0.0009328221162580707
BLA205.3..Somewhat.disagree,0.0009320415622357884
BLA208.4..Strongly.disagree,0.0009148801635195488
HISP2000_PERCENTGUATEMALAN,0.0009146707914546827
HISP2015_NUMBECUADORIAN,0.0009122085189749853
HISP2000_NUMBSAMERICAN,0.000911394171083895
DP2010_PERCENTCUBAN,0.0009107877571084847
HISP2010_NUMBPERUVIAN,0.0009081702375549888
SC2000_PERCENTEDUCBA,0.0009065346361970197
HISP2010_NUMBVENEZUELAN,0.0009014378404295325
L195_2,0.0009008469672669301
DP2000_PERCENTASIAN,0.0008990797934459857
DP2000_PERCENTNONHISP,0.0008990535387198909
HISP2000_NUMBECUADORIAN,0.0008949639749939765
DP2000_PERCENTPUERTORICAN,0.000894156814434157
HISP2000_NUMBSALVADORAN,0.000892278111668289
HISP2010_PERCENTSALVADORAN,0.0008892931905248356
HISP2010_NUMBARGENTIANEAN,0.0008863571023120481
C251.2..No,0.0008789851627044016
HISP2000_NUMBGUATEMALAN,0.000877921404963184
HISP2000_NUMBPERUVIAN,0.0008716454426433659
HISP2010_NUMBCHILEAN,0.0008713843845818777
HISP2000_PERCENTPANAMANIAN,0.0008698081630032374
C228.4..Somewhat.oppose,0.000868014595733962
C349_5,0.0008653040212409103
C141.4..Somewhat.support.deporting.these.immigrants,0.0008613488406500001
DP2010_PERCENTASIANFILIPINO,0.0008581780086561909
EC2000_MEDIANHHINC,0.0008542159543657241
L293.09..8,0.0008541308388372871
L211B,0.0008536618945778659
EC2000_PERCENTINC150K_199K,0.0008513521307792602
HISP2010_PERCENTCENTAMERICAN,0.0008502473905633469
HISP2000_PERCENTHONDURAN,0.0008449126347783832
HISP2000_NUMBVENEZUELAN,0.0008431923529550682
C142.4..Bothers.me.a.little,0.0008410069347629318
EC2011_MEDIANFAMILYINC,0.0008404349898753873
EC2011_PERCENTINC200K_MORE,0.0008388557762861996
HISP2015_NUMBDOMINICAN,0.0008366353087245842
LA202_7,0.0008351545397374968
C338.2..Increase,0.0008295396142173967
L301.5..Strongly.Disagree,0.0008225195872721236
HISP2000_NUMBARGENTINEAN,0.0008216457702516948
DP2015_NUMBASIANVIETNAMESE,0.0008167175975009353
C31.2..Somewhat.Liberal,0.0008165370208733385
HISP2010_PERCENTSOUTHAMERICAN,0.0008120392968675881
HISP2010_PERCENTHONDURAN,0.0008119799002917795
LA202_2,0.0008107099136261625
C255.2..No,0.0008085485683716861
EC2000_MEDIANINCFULLTIMEFEMALE,0.0008076562808008175
C2.2..Somewhat.favorable,0.0007964254998170984
HISP2000_NUMBPANAMANIAN,0.0007953904764402233
HISP2000_NUMBNICARAGUAN,0.0007925489143759915
DP2015_PERCENTCUBAN,0.0007915995959181295
HISP2015_NUMBGUATEMALAN,0.0007911820382374082
DP2015_PERCENTASIANINDIAN,0.0007893423429748285
DP2000_PERCENTASIANCHINESE,0.0007869433966419149
HISP2015_01_NUMBPANAMANIAN,0.0007856480257741478
C9.2..Somewhat.favorable,0.0007826866260908595
EC2000_PERCENTINC200K_MORE,0.0007818384059191813
LA202_3,0.0007776561288946647
C25.3..Independent,0.0007773971511375203
DP2015_PERCENTASIANVIETNAMESE,0.0007772575087340208
C244.3..A.little,0.0007756683460292219
DP2015_PERCENTASIANOTHER,0.0007721244906282355
L268.5..Not.a.problem.at.all,0.0007710308547485315
DP2010_PERCENTASIANOTHER,0.0007577110189041654
HISP2015_NUMBCHILEAN,0.0007511575528283089
HISP2000_NUMBBOLIVIAN,0.000751111807955815
DP2010_PERCENTASIANVIETNAMESE,0.0007428698791040176
C1_10,0.0007414507258809282
HISP2000_NUMBCHILEAN,0.0007401689489577887
C109.4..Not.at.all.as.an.outsider,0.0007399946352568872
C349_4,0.0007356791968509698
LA202_1,0.000729244869684796
C272,0.0007288040487852829
HISP2000_NUMBOTHERCENTRALAMERICA,0.0007286250955636886
DP2010_PERCENTASIANINDIAN,0.0007276418688883064
L294.08..7,0.0007265489735991387
DP2000_PERCENTASIANFILIPINO,0.0007195647964396218
DP2000_NUMBCUBAN,0.0007178836098637715
C129.3..Christian,0.0007159607983479005
DP2015_PERCENTASIANCHINESE,0.0007134853165381176
HISP2015_NUMBVENEZUELAN,0.0007107840428014328
L266.4..Neither.party.is.better.than.the.other,0.0007046821962300517
L21.5..Not.at.all,0.0007015537262969156
DP2000_PERCENTASIANOTHER,0.0006932042027625704
C228.2..Somewhat.support,0.000676993228899344
LA202_4,0.000675698122149121
HISP2010_PERCENTCOLOMBIAN,0.000673104778575095
C389.2..Homeowner,0.0006704180694506495
L293.06..5...Neither.favorable.nor.unfavorable,0.0006605209117410549
HISP2010_PERCENTECUDORIAN,0.0006597436891591124
HISP2010_NUMBURUGUAYAN,0.000659279231820118
HISP2010_NUMBBOLIVIAN,0.0006522209832994986
HISP2000_NUMBOTHERSAMERICAN,0.0006475991225780816
HISP2010_PERCENTGUATEMALAN,0.0006409441992148362
HISP2000_PERCENTDOMINICAN,0.0006406000681362031
HISP2000_PERCENTECUADORIAN,0.0006401156673099743
L301.2..Somewhat.Agree,0.0006384996099340366
HISP2010_NUMBOTHERCENTAMERICAN,0.0006327842721024161
HISP2010_NUMBPARAGUAYAN,0.0006311821882695369
DP2015_PERCENTHAWAIIANPACIFICISL,0.0006293624011551338
HISP2000_PERCENTPERUVIAN,0.0006276419990585003
DP2010_PERCENTASIANCHINESE,0.0006177278577315286
C287.4..Poor.job,0.00061663480256909
HISP2010_NUMBOTHERSOUTHAMERICAN,0.0006163247148203915
C44.3..Neither.agree.nor.disagree,0.0006116072227613658
L195_1,0.0006077513719701559
C273,0.000603993723280911
DP2000_PERCENTCUBAN,0.0006032194231272577
L268.4..A.minor.problem,0.0006028602964560486
L290.5..Strongly.Disagree,0.0006019098678093912
C43.5..Strongly.disagree,0.0005929066601266466
C240.4..Not.at.all,0.0005919167280032259
DP2000_PERCENTASIANVIETNAMESE,0.0005789716045259319
DP2000_PERCENTASIANKOREAN,0.0005768618721232244
HISP2000_PERCENTCHILEAN,0.0005768458425915387
C244.2..Some,0.0005765890503983198
C74.04..Not.at.all.important,0.000571463655482501
C141.3..Strongly.support.deporting.these.immigrants,0.0005701162650308713
BLA190.04..Not.at.all,0.0005698021689018026
DP2010_PERCENTHAWAIIANPACIFICISL,0.0005683852226896572
DP2010_PERCENTJAPANESE,0.0005672138358696679
DP2010_PERCENTKOREAN,0.0005602020824970385
HISP2000_PERCENTNICARAGUAN,0.0005523564031634241
C112.2..Often,0.0005456813202738411
C112.3..Sometimes,0.0005440129898377578
C141.2..Somewhat.support.pathway.to.citizenship,0.0005438836454725057
HISP2000_PERCENTVENEZUELAN,0.0005421383070836104
LA202_5,0.0005409871218152655
C84.88..Don.t.Know,0.0005406361828429051
C23.2..Getting.a.little.better,0.0005405586530248711
HISP2010_PERCENTNICARAGUAN,0.0005363513200934342
