variable,mean_abs_shap
DP2010_NUMBOTHERHISP,0.00047617220056402103
EC2011_PERCENTINC15K_24K,0.00047390255228507526
DP2000_NUMBASIANVIETNAMESE,0.00047170720039100986
DP2010_PERCENTOTHERRACE,0.0004701729134325615
C42.5..Strongly.disagree,0.00047007012533423784
DP2000_NUMBBLACK,0.0004681146235990123
BLA206.2..Somewhat.agree,0.0004672391069656142
SC2015_PERCENTEDUCAA,0.0004671364517695159
EC2011_PERCENTINC35K_49K,0.00046634462412684704
HC2015_PERCENTHOUSESBUILTBEFORE1,0.0004661126073342662
DP2015_PERCENTBLACK,0.0004654498612928449
DP2010_NUMBASIANFILIPINO,0.0004642425326736683
EC2011_PERCENTLABORFORCE,0.00046373177183027287
EC2015_PERCENTINC25K_34K,0.00046368102413341805
DP2015_MEDIANAGE,0.000462359667945121
DP2010_PERCENTHOUSEHOLDMARRIED,0.00046187032605849614
DP2000_PERCENTHOUSEHOLDSSINGLEFE,0.00045995746795719707
DP2000_PERCENTHOUSEHOLDSW65OROLD,0.000459743947809651
HISP2000_PERCENTCENTRALAMERICAN,0.00045892999314006987
DP2015_PERCENTWHITE,0.0004586268311008599
HISP2010_NUMBSALVADORAN,0.00045757489038533684
HISP2000_NUMBSAMERICAN,0.00045576344293665516
DP2010_NUMBASIANOTHER,0.000455659232505031
DP2010_PERCENTMALE,0.0004553075748591921
DP2015_NUMBASIAN,0.0004551157995701616
L294.08..7,0.00045487732581662576
DP2010_NUMBJAPANESE,0.000454299697244424
LA250.4..None.at.all,0.0004540492505026363
L293.09..8,0.0004521738126246655
DP2015_NUMBNOTHISP,0.00045169388629320953
DP2015_NUMBASIANJAPANESE,0.00045146146036274484
SC2015_PERCENTNATIVEBORN,0.0004496510327857965
DP2000_PERCENTHOUSEHOLDSMARRIED,0.0004493170418565836
DP2000_NUMBCUBAN,0.0004486703537039665
HISP2010_NUMBDOMINICAN,0.00044833787990646533
SC2000_PERCENTEDUCGRADUATEPROFDE,0.000448039037267439
EC2011_PERCENTINC50K_74K,0.000445933667287248
DP2015_PERCENTNOTHISP,0.0004457933564102141
DP2010_NUMBMALE,0.0004457198839145377
DP2010_PERCENTHOUSEHOLDMARRIEDWK,0.0004456898107539254
DP2010_NUMBCUBAN,0.0004450530089365999
DP2010_PERCENTWHITE,0.00044489092416261094
EC2015_PERCENTCOMMUTEALONE,0.000444741370230046
DP2000_TOTALNUMBHOUSEHOLDS,0.0004440410698675304
DP2000_02_PERCENTHOUSEHOLDSMARRI,0.00044339230463250095
DP2000_NUMBWHITE,0.0004420630001756154
DP2015_NUMBHAWAIIANPACIFICISLAND,0.00044206284904087456
EC2011_PERCENTEMPLOYED,0.00044197026997085283
EC2015_PERCENTINC100K_149K,0.0004415004958849124
DP2015_PERCENTFEMALE,0.0004412875560186187
DP2010_PERCENTPUERTORICAN,0.0004403636721557801
C7.3..Somewhat.unfavorable,0.000440058629275809
SC2015_PERCENTEDUCSOMECOLLEGE,0.0004387275014456293
DP2000_NUMBASIANOTHER,0.00043822102124763536
EC2015_PERCENTINC150K_199K,0.00043695334593083965
SC2015_PERCENTLANGUAGENONENGLISH,0.0004366184436252857
DP2000_PERCENTHOUSEHOLDSOCCUPIED,0.00043575771308954373
EC2015_PERCENTCOMMUTEWALKING,0.00043569895335260524
DP2010_PERCENTOTHERHISP,0.000435366661047117
EC2011_PERCENTINCLESSTHAN10K,0.00043510040265605895
HC2015_MEDIANGROSSRENT,0.00043389207618499436
DP2010_NUMBASIAN,0.0004330719786073946
DP2015_03_PERCENT18OLDERMALE,0.0004321299958855823
DP2000_PERCENTBLACK,0.00043019843690067446
DP2010_AVGHOUSEHOLDSIZE,0.0004293346482218273
DP2000_PERCENT18OLDERMALE,0.0004282915967888348
EC2000_PERCENTCOMMUTEALONE,0.0004281980764459324
DP2015_PERCENTHISP,0.000427296467566469
HISP2000_NUMBSALVADORAN,0.00042581635286200614
DP2000_PERCENTHOMEOWNERVACANCY,0.000425171234148381
HISP2010_NUMBCOLOMBIAN,0.0004249227285107899
DP2010_PERCENTNONHISPWHITE,0.00042452799960526717
C23.2..Getting.a.little.better,0.0004242043503631007
DP2000_PERCENTHOUSEHOLDFAMILYWKI,0.0004240873949793165
EC2011_MEDIANHHINC,0.00042402855640858627
DP2010_AVGFAMILYSIZE,0.0004237679150152449
DP2000_NUMBOTHERHISP,0.00042333364214077265
DP2000_NUMBASIANJAPANESE,0.00042323405862106404
DP2010_NUMBASIANVIETNAMESE,0.00042222000923659717
EC2015_MEANHHINC,0.00042113882192727504
DP2015_03_PERCENT18OLDERFEMALE,0.0004204610426176995
DP2000_MEDIANAGE,0.00042030993290767863
DP2015_PERCENTASIANOTHER,0.0004193777794086191
HISP2010_NUMBGUATEMALAN,0.0004190638848515755
EC2000_PERCENTINC100K_149K,0.0004188232381531738
DP2010_PERCENTFEMALE,0.0004174021250657529
DP2000_TOTALPOP,0.000417136278154495
DP2000_PERCENTMALE,0.00041707748540346034
DP2010_NUMBERASIANCHINESE,0.0004169921746226635
DP2015_TOTALPOP,0.00041663618936203144
SC2011_PERCENTEDUCHIGHSCHOOLGRAD,0.00041623891433322955
DP2000_NUMBASIANKOREAN,0.000416194618506712
C158.88..Don.t.know,0.0004156203816516255
DP2000_PERCENT18OLDER,0.00041520556090072184
DP2010_NUMBNONHISPWHITE,0.0004143308159434544
SC2015_PERCENTEDUCBAORHIGHER,0.000414305064790794
EC2000_PERCENTALLPEOPLEBELOWPOVE,0.00041321378578412457
EC2011_PERCENTINC10K_14K,0.00041312120820456054
DP2010_PERCENTAMERICANINDIANALAS,0.0004125874252082951
DP2000_PERCENT18OLDERFEMALE,0.00041072679277715863
HISP2010_PERCENTSALVADORAN,0.00041026581198465035
SC2000_PERCENTLANGUAGENONENGLISH,0.0004101961690551373
DP2015_NUMBWHITENONHISP,0.000410181621806007
SC2011_PERCENTLANGUAGEENGLISHONL,0.00040923719691788544
DP2010_NUMBNOTHISP,0.000408923671504572
C1_11,0.00040890776417441414
C41.4..Disagree,0.0004085098131592026
DP2010_PERCENTHOUSINGVACANT,0.0004081361043376586
EC2011_PERCENTFAMILIESWKIDSBELOW,0.00040742929180198406
C112.3..Sometimes,0.0004050368510768413
EC2000_PERCENTINC50K_74K,0.0004048911276727879
EC2000_PERCENTINC25K_34K,0.00040473786685576725
DP2015_PERCENTMALE,0.00040411789943877726
EC2000_PERCENTINC35K_49K,0.0004040523378445774
SC2011_PERCENTNATIVEBORN,0.0004034364018039033
SC2011_PERCENTLANGUAGENONENGLISH,0.00040305076964510515
DP2010_NUMBKOREAN,0.00040185597614163774
DP2000_NUMBASIANINDIAN,0.00040105143451605284
EC2015_MEDIANINCFULLTIMEFEMALE,0.0004003318523715558
LOG_POPDENSITY_ZIP,0.00039902653054574755
EC2011_MEDIANINCFULLTIMEFEMALE,0.0003982834477014735
DP2015_NUMBWHITE,0.0003973742092169152
DP2000_PERCENTFEMALE,0.000397066698129634
L290.3..Neither.Disagree.or.Agree,0.00039695455505037446
EC2000_PERCENTUNEMPLOYED,0.0003965992913338569
EC2015_PERCENTINC35K_49K,0.00039514765342628334
DP2000_AVERAGEFAMILYSIZE,0.00039444215752969274
EC2000_PERCENT75K_99K,0.0003928261517434793
HISP2015_NUMBCENTRALAMERICAN,0.00039273085498911145
DP2010_PERCENTHOMEOWNERVACANCY,0.00039234583248994194
DP2000_PERCENT65OLDER,0.00039070561042178883
DP2015_NUMBBLACK,0.00039057691040196904
SC2000_PERCENTEDUCLESSTHANGRADE9,0.0003904173094709178
HISP2010_NUMBVENEZUELAN,0.00038710897155686815
L293.06..5...Neither.favorable.nor.unfavorable,0.00038597360767409145
DP2000_PERCENTHISP,0.00038437200069551126
DP2010_PERCENT18OLDERFEMALE,0.0003840891632978497
SC2015_PERCENTEDUCGRADUATEPROFDE,0.000383954512573624
DP2000_PERCENTHOUSEHOLDSW18ORYOU,0.00038331704654800833
EC2000_PERCENTINCLESSTHAN10K,0.0003831836551093341
DP2010_PERCENTSINGLEFATHERHOUSEH,0.0003828210478341789
DP2010_MEDIANAGE,0.00038243836843181807
HC2011_MEDIANGROSSRENT,0.0003817843859527229
SC2000_PERCENTNOTCITIZEN,0.00038148072337458193
HC2000_MEDIANHOUSEVALUE,0.00038145993372877297
DP2010_MEDIANAGEFEMALE,0.00038140341029349953
DP2015_NUMBHISP,0.00038131792917249496
SC2000_PERCENTFOREIGHBORN,0.00038056329531947736
EC2000_PERCENTEMPLOYED,0.0003805430048042739
DP2000_PERCENTAMERICANINDIANALAS,0.00038049995690583573
L294.05..4,0.0003793150603182557
EC2011_MEANHHINC,0.00037924378837086536
DP2015_PERCENTOTHERHISP,0.0003790274586823469
HISP2010_NUMBNICARAGUAN,0.0003784378132317167
EC2011_PERCENTUNEMPLOYED,0.0003776455616608301
C349_5,0.0003769694061616054
DP2010_PERCENTNOTHISP,0.0003765793925113042
DP2010_MEDIANAGEMALE,0.00037460731223371436
DP2010_NUMBERASIANINDIAN,0.0003731562213286218
DP2010_PERCENTBLACK,0.0003728270030765013
L300.5..Strongly.oppose,0.0003725548358338227
HC2000_MEDIANGROSSRENT,0.0003721302219351029
DP2015_NUMBCUBAN,0.0003720167278791697
EC2000_PERCENTFAMILIESBELOWPOVER,0.0003715528258625291
HISP2000_NUMBDOMINICAN,0.00037086676182336933
DP2015_PERCENTWHITENONHISP,0.00037085782449535593
C251.2..No,0.000370362710135723
HISP2010_NUMBHONDURAN,0.0003703319873188991
HISP2000_NUMBCOLOMBIAN,0.00037021515895462184
EC2000_PERCENTCOMMUTEWALK,0.00036995276549526743
DP2010_PERCENT18OLDERMALER,0.0003699325601737436
EC2015_PERCENTINC15K_24K,0.0003688264436608169
HC2011_PERCENTHOMESBUILTBEFORE19,0.0003684484522331775
SC2000_PERCENTEDUCHSORHIGHER,0.0003673512838050364
DP2010_NUMBHISP,0.0003662557195105572
L294.06..5...Neither.favorable.nor.unfavorable,0.0003658769722221221
EC2015_MEDIANHHINC,0.0003658287446366609
SC2015_PERCENTEDUCLESSTHANGRADE9,0.000365473912303739
EC2015_01_MEDIANFAMILYINC,0.0003648388222356965
EC2015_MEANFAMILYINC,0.0003642115819504368
EC2015_PERCENTINCELESSTHAN10K,0.00036400472702698724
EC2011_PERCENTALLPEOPLEBELOWPOVE,0.00036354132362861625
DP2000_NUMBASIANCHINESE,0.0003633853011678258
DP2010_NUMBBLACK,0.00036329159216366073
DP2010_PERCENTHOUSEHOLDSWCHILDUN,0.0003631033291713555
DP2000_PERCENTCUBAN,0.0003627068668995012
HC2011_MEDIANHOMEVALUE,0.0003625947005124237
S5.2..No..not.registered,0.0003623720315544931
DP2015_NUMBASIANCHINESE,0.00036200959811790405
SC2015_PERCENTLANGUAGEENGLISHONL,0.0003618261278569188
HC2015_MEDIANHOMEVALUE,0.00036176012601419217
C228.2..Somewhat.support,0.00036165216685977823
LA202_1,0.00036146055677374085
DP2015_PERCENTPUERTORICAN,0.0003609034867557394
HISP2000_PERCENTGUATEMALAN,0.0003604079037134223
C25.3..Independent,0.0003599426545128253
DP2000_NUMBASIAN,0.00035918330398442786
DP2010_PERCENTMEXICAN,0.0003586871800528853
HISP2015_NUMBECUADORIAN,0.0003572531199381402
BL87.3..Maybe,0.00035663127415497454
SC2000_PERCENTEDUC9_12NODIPLOMA,0.000356032641137657
EC2011_PERCENTINC25K_34K,0.0003534244696549513
HISP2010_NUMBECUADORIAN,0.0003532157586326444
HISP2000_PERCENTSALVADORAN,0.0003520835160463931
SC2015_PERCENTEDUCHSORHIGHER,0.00035188970860208996
HISP2015_NUMBCOSTARICAN,0.0003517273154305878
EC2011_PERCENTINC75K_99K,0.00035171693515189984
EC2015_PERCENTFAMILIESBELOWPOVER,0.00035165779293235705
L290.5..Strongly.Disagree,0.0003515893098960467
EC2011_MEDIANINCFULLTIMEMALE,0.00035124400590593553
HISP2015_NUMBCHILEAN,0.00035081719922845845
HISP2010_NUMBPANAMANIAN,0.00034987014551559063
HISP2000_PERCENTCOLOMBIAN,0.0003498452334754436
HISP2015_NUMBHONDURAN,0.0003492168979944732
EC2000_PERCENTINC10K_14K,0.0003491931682805557
HISP2015_NUMBCOLOMBIAN,0.00034862858536114044
DP2015_PERCENTAMERICANINDIANALAS,0.0003482985153598978
C349_4,0.00034824155596850865
HISP2010_NUMBPERUVIAN,0.0003481172634587602
C113.2..Often,0.0003473291925445973
DP2015_PERCENTASIANVIETNAMESE,0.00034719053365069415
HISP2015_NUMBSAMERICAN,0.00034600376739830175
HISP2010_PERCENTSOUTHAMERICAN,0.0003456369756738417
HISP2000_NUMBGUATEMALAN,0.0003451721704314204
HISP2000_NUMBHONDURAN,0.0003448973601643491
C141.3..Strongly.support.deporting.these.immigrants,0.0003439592731235157
SC2015_PERCENTEDUC9_12NODIPLOMA,0.00034226014603681924
DP2010_PERCENTASIANOTHER,0.00034180076202497775
EC2000_PERCENTINC200K_MORE,0.0003416032536908467
HISP2010_NUMBCHILEAN,0.00034104796134073025
HISP2000_NUMBCENTRALAMERICAN,0.0003409517283914576
HISP2000_NUMBOTHERCENTRALAMERICA,0.0003403238018256685
EC2015_PERCENTINC200K_MORE,0.0003397413568769872
EC2000_MEDIANFAMILYINC,0.00033937201627038283
SC2015_PERCENTEDUCBA,0.00033686058690374606
DP2010_PERCENTASIAN,0.00033629158598782175
EC2015_PERCENTALLPEOPLEBELOWPOVE,0.0003351938383165453
HISP2000_NUMBCHILEAN,0.000334339799996969
SC2011_PERCENTEDUCGRADUATEPROFDE,0.0003342316624459553
S10.06..Cuba,0.0003322125607440342
C245.2..Some,0.0003317195789745911
DP2000_NUMBPUERTORICAN,0.00033082376549462434
DP2000_AVERAGEHOUSHOLDSIZE,0.0003285734407885663
SC2000_PERCENTEDUCBA,0.0003284484393689596
DP2015_PERCENTASIAN,0.00032796174195622333
EC2000_PERCENTINC150K_199K,0.0003277684863793828
LA202_6,0.0003269377166357284
DP2010_PERCENTHISP,0.000325949955298432
HISP2000_PERCENTHONDURAN,0.0003256311014706613
BLA205.4..Strongly.disagree,0.000325444134152537
DP2000_NUMBHISP,0.00032301462651328493
HISP2000_NUMBNICARAGUAN,0.00032128888740321485
DP2010_PERCENTASIANFILIPINO,0.00031915722379558437
L294.11..10...Extremely.favorable,0.00031859854731564735
SC2000_PERCENTNATIVEBORN,0.000317649054299077
DP2010_PERCENTASIANINDIAN,0.00031752638704470195
HISP2010_NUMBCOSTARICAN,0.0003175170155093186
SC2011_PERCENTEDUCBA,0.00031750760660049197
SC2000_PERCENTLANGUAGEENGLISHONL,0.000317058395251394
SC2011_PERCENTEDUCBAORHIGHER,0.0003164698950136602
DP2015_NUMBASIANKOREAN,0.0003164411372161406
C258.2..No,0.00031493219427135034
DP2015_NUMBPUERTORICAN,0.0003145811643190214
L20.3..Some,0.00031407825738652157
SC2000_PERCENTEDUCBAORHIGHER,0.00031339752134713715
EC2000_MEDIANINCFULLTIMEMALE,0.0003126500065937723
L300.3..Neither.support.or.oppose,0.0003122515538035366
HISP2000_NUMBVENEZUELAN,0.00031153722671899896
EC2011_MEANFAMILYINC,0.0003108928642667484
EC2000_PERCENTLABORFORCE,0.00031070375429340585
SC2015_PERCENTEDUCHIGHSCHOOLGRAD,0.00031021583492181514
HISP2000_PERCENTSAMERICAN,0.0003100472327192196
DP2000_PERCENTASIANVIETNAMESE,0.0003092146725433187
EC2000_PERCENTINC15K_24K,0.0003071840672160674
EC2011_PERCENTINC150K_199K,0.000306706433920848
DP2015_NUMBASIANINDIAN,0.0003065338495329911
L198.2..Somewhat.Agree,0.00030438142976802526
C43.5..Strongly.disagree,0.00030424539788964465
HISP2010_PERCENTHONDURAN,0.0003038670025128574
C249.3..A.little,0.00030337506451397266
EC2011_PERCENTFAMILESBELOWPOVERT,0.00030315695282386376
C339.3..Stay.the.same,0.0003026932504483886
HISP2015_NUMBPERUVIAN,0.00030068749968246273
DP2010_PERCENTHOUSEHOLDWUNDER18Y,0.00030037841995983326
DP2010_PERCENTHOUSINGOCCUPIED,0.0003003244503303252
DP2010_PERCENTCUBAN,0.00029933069413705425
HISP2000_PERCENTECUADORIAN,0.0002985709610543697
EC2011_PERCENTINC200K_MORE,0.0002981922569699078
SC2011_PERCENTEDUCHSORHIGHER,0.00029762069463613557
HISP2000_PERCENTDOMINICAN,0.00029756814205560253
DP2015_PERCENTASIANCHINESE,0.00029682855981235957
EC2015_MEDIANINCFULLTIMEMALE,0.00029587476595160694
EC2011_MEDIANFAMILYINC,0.000295818346105768
DP2010_PERCENTHAWAIIANPACIFICISL,0.00029554619945057286
EC2000_PERCENTFAMILYWKIDSBELOWPO,0.00029472670725880565
EC2000_MEDIANHHINC,0.00029457014311338754
HISP2010_NUMBSOUTHAMERICAN,0.0002939285582154685
C25.4..Other.party,0.00029366027764763243
EC2011_PERCENTINC100K_149K,0.0002927810493258584
L301.4..Somewhat.Disagree,0.0002927331595965817
HISP2015_NUMBDOMINICAN,0.00028918425747465195
L211B,0.00028799472993257816
HISP2015_01_NUMBPANAMANIAN,0.000287872319536576
EC2015_PERCENTFAMILIESWKIDSBELOW,0.0002875354744020564
DP2000_PERCENTNONHISP,0.00028734357375247193
HISP2010_NUMBBOLIVIAN,0.0002867321662232275
DP2015_PERCENTCUBAN,0.00028607496024736273
DP2000_PERCENTASIANFILIPINO,0.0002852206858770267
DP2010_NUMBWHITE,0.0002848313414708754
HISP2000_NUMBCOSTARICAN,0.0002838103546277298
EC2000_MEANHHINCE,0.0002831310990511561
HISP2015_NUMBGUATEMALAN,0.000280881076464272
DP2000_PERCENTPUERTORICAN,0.00028059126489063667
L364.2..No,0.00028058680326248445
BLA191.03..Not.much,0.0002803196543874737
EC2000_MEDIANINCFULLTIMEFEMALE,0.0002802221346711626
L241.4..Somewhat.oppose,0.0002791921987053893
BL92.4..No,0.00027803147493284265
LA202_7,0.0002777487590321142
L301.2..Somewhat.Agree,0.00027737924267694854
C222.3..Not.very.important,0.0002764016534127655
HISP2010_NUMBARGENTIANEAN,0.00027563841575291287
L299.2..Agree,0.0002741197811188782
C4.3..Somewhat.unfavorable,0.00027342672528931885
HISP2015_01_NUMBNICARAGUAN,0.0002732031280309085
HISP2000_NUMBARGENTINEAN,0.00027144110938841383
C221.3..Somewhat.likely,0.00027126163875349656
C47.4..Never.at.all,0.00026624995061321036
HISP2000_NUMBPANAMANIAN,0.0002660697319261848
HISP2010_PERCENTCENTAMERICAN,0.0002660542283754266
HISP2010_PERCENTDOMINICAN,0.00026590423411117947
C84.02..No..no.one.has.ever.suggested,0.00026489347182778755
DP2010_PERCENTASIANCHINESE,0.0002648121175578697
HISP2000_NUMBPERUVIAN,0.0002642778884807098
